Pack,nCopies,Card,Mana Cost,Adj. Games Played,Adj. Wins,Adj. Losses,Games Played,Wins,Losses,Win Rate,Conservative Rating,Mean,StdDev,Tier,Turns to Win,Turns to Lose
J25 Soaring 2,1,"Aerial Guide",{2}{U},1114,673,441,1114,673,441,0.604129263913824,61.863960315178026,67.11246055865924,1.749500081160403,C,19.056463595839524,19.485260770975056
J25 Soaring 2,1,"Shorecomber Crab",{U},1073,662,411,1073,662,411,0.6169617893755824,46.26237064898073,51.66474078595252,1.800790045657264,C,19.629909365558913,19.883211678832115
J25 Soaring 2,1,"Tide Skimmer",{3}{U},1064,648,416,1064,648,416,0.6090225563909775,55.26430803333445,60.627459725425666,1.7877172306970721,C,19.501543209876544,20.004807692307693
J25 Soaring 2,1,"Owl Familiar",{1}{U},1012,643,369,1012,643,369,0.6353754940711462,45.915921243469164,51.29591246414981,1.793330406893548,C,18.880248833592535,20.124661246612465
J25 Soaring 2,1,"Cavalier of Gales",{2}{U}{U}{U},871,629,242,871,629,242,0.722158438576349,89.38744295456625,94.76481910585771,1.7924587170971515,B,19.583465818759937,20.260330578512395
J25 Soaring 2,1,"Trial of Knowledge",{3}{U},735,426,309,735,426,309,0.5795918367346938,6.182741514544498,11.629265653852764,1.8155080464360887,E,20.8075117370892,20.233009708737864
J25 Soaring 3,1,"Cynette, Jelly Drover",{3}{U},1206,918,288,1206,918,288,0.7611940298507462,111.09640772246657,116.71397567256743,1.8725226500336223,A,17.98148148148148,21.069444444444443
J25 Soaring 3,1,"Windstorm Drake",{4}{U},1150,800,350,1150,800,350,0.6956521739130435,91.94958147474978,97.40780408279488,1.8194075360150328,A,18.31875,20.65714285714286
J25 Soaring 3,1,"Mu Yanling, Sky Dancer",{1}{U}{U},1108,785,323,1108,785,323,0.7084837545126353,86.73749432949926,92.06351220551839,1.7753392920063804,B,18.314649681528664,20.86996904024768
J25 Soaring 3,1,"Gust of Wind",{3}{U},1019,692,327,1019,692,327,0.6790971540726202,42.33625122002081,47.85521092851444,1.8396532361645426,D,18.735549132947977,20.700305810397552
J25 Soaring 3,1,"Aerial Guide",{2}{U},1102,663,439,1102,663,439,0.6016333938294011,66.22417617762484,71.69523268921114,1.8236855038620972,C,18.47209653092006,19.83599088838269
J25 Soaring 3,1,"Thopter Mechanic",{1}{U},1020,653,367,1020,653,367,0.6401960784313725,66.37289617790664,71.89585951808044,1.8409877800579333,C,18.699846860643184,20.427792915531334
J25 Soaring 3,1,"Cloudkin Seer",{2}{U},962,623,339,962,623,339,0.6476091476091476,59.11486772644574,64.46030737545783,1.7818132163373654,C,18.614767255216695,20.342182890855458
J25 Soaring 3,1,"Malcator's Watcher",{1}{U},974,616,358,974,616,358,0.6324435318275154,46.95782676194595,52.3635655228053,1.8019129202864506,C,18.579545454545453,20.681564245810055
J25 Soaring 3,1,"Tide Skimmer",{3}{U},977,601,376,977,601,376,0.6151484135107472,57.247499872165776,62.746325422735254,1.832941850189826,C,18.875207986688853,20.117021276595743
J25 Soaring 3,1,"Winged Words",{2}{U},919,580,339,919,580,339,0.6311207834602829,15.156067205505495,20.647704257808048,1.830545684100851,E,19.098275862068967,20.710914454277287
J25 Soaring 4,1,"Cynette, Jelly Drover",{3}{U},1149,761,388,1149,761,388,0.6623150565709313,107.30826064660567,112.89822033743215,1.8633198969421596,A,17.749014454664916,21.02577319587629
J25 Soaring 4,1,"Sprite Noble",{1}{U}{U},1170,647,523,1170,647,523,0.552991452991453,61.757916071014826,67.22398335954145,1.8220224295088752,C,18.55950540958269,19.952198852772465
J25 Soaring 4,1,"Majestic Metamorphosis",{2}{U},1104,606,498,1104,606,498,0.5489130434782609,35.95995896193732,41.388541260244736,1.8095274327691386,D,18.207920792079207,19.853413654618475
J25 Soaring 4,1,"Faerie Seer",{U},1053,595,458,1053,595,458,0.5650522317188984,60.411210140851466,65.89511931682391,1.8279697253241471,C,17.873949579831933,19.99126637554585
J25 Soaring 4,1,"Aerial Guide",{2}{U},1092,576,516,1092,576,516,0.5274725274725275,66.87158331273498,72.33354106551867,1.8206525842612293,C,18.29861111111111,20.06782945736434
J25 Soaring 4,1,"Nightveil Sprite",{1}{U},1050,576,474,1050,576,474,0.5485714285714286,50.03413565195992,55.45046157515297,1.805441974397684,C,18.34375,20.147679324894515
J25 Soaring 4,1,"Opt",{U},1139,559,580,1139,559,580,0.49078138718173836,28.093317664077347,33.449128252587144,1.7852701961699318,D,18.726296958855098,19.58103448275862
J25 Soaring 4,1,"Air Elemental",{3}{U}{U},953,524,429,953,524,429,0.5498426023084995,81.62710428428169,87.06517018310737,1.812688632941894,B,19.16030534351145,21.333333333333332
J25 Soaring 4,1,"Tide Skimmer",{3}{U},1002,500,502,1002,500,502,0.499001996007984,63.55726641769366,68.94376294778999,1.795498843365443,C,18.904,20.175298804780876
J25 Soaring 4,1,"Winged Words",{2}{U},950,469,481,950,469,481,0.4936842105263158,12.87706614900507,18.345489943011277,1.822807931335402,E,19.19829424307036,20.2016632016632
J25 Soaring 4,1,"Stolen by the Fae",{X}{U}{U},232,92,140,232,92,140,0.39655172413793105,47.427434923992855,52.94726217608475,1.8399424173639654,C,20.75,21.59285714285714
J25 Stalwart 1,1,"Banishing Light",{2}{W},1071,688,383,1071,688,383,0.642390289449113,68.57887959776463,74.19440985848166,1.8718434202390115,B,20.325581395348838,20.919060052219322
J25 Stalwart 1,1,"Generous Pup",{1}{W},1048,627,421,1048,627,421,0.5982824427480916,71.47691198638684,76.85199211884714,1.7916933774867647,B,19.984051036682615,20.653206650831354
J25 Stalwart 1,1,"Take Up the Shield",{1}{W},939,622,317,939,622,317,0.6624068157614483,57.06291133605324,62.45285403427734,1.7966475660746988,C,20.090032154340836,21.19558359621451
J25 Stalwart 1,1,"Steadfast Sentry",{2}{W},1024,598,426,1024,598,426,0.583984375,59.2915112309107,64.69522471124995,1.8012378267797489,C,20.357859531772576,20.56338028169014
J25 Stalwart 1,1,"Angelic Cub",{1}{W},951,563,388,951,563,388,0.5920084121976866,53.566747878327675,58.849297177490314,1.7608497663875469,C,19.822380106571938,21.02319587628866
J25 Stalwart 1,1,"Urdnan, Dromoka Warrior",{1}{W},884,559,325,884,559,325,0.6323529411764706,65.36692101517241,70.5478446740152,1.7269745529475962,C,19.88908765652952,21.07076923076923
J25 Stalwart 1,1,"Gavony Silversmith",{3}{W},888,558,330,888,558,330,0.6283783783783784,69.25551536138889,74.67059813199161,1.8050275902009056,B,20.553763440860216,21.39090909090909
J25 Stalwart 1,1,"Patron of the Valiant",{3}{W}{W},713,529,184,713,529,184,0.7419354838709677,104.03564924304293,109.3824602718331,1.7822703429300573,A,20.64272211720227,23.10326086956522
J25 Stalwart 1,1,"Sandsteppe Outcast",{2}{W},888,523,365,888,523,365,0.588963963963964,62.86149596587051,68.11458495307464,1.7510296624013768,C,20.688336520076483,20.991780821917807
J25 Stalwart 1,1,"Ajani, Adversary of Tyrants",{2}{W}{W},796,520,276,796,520,276,0.6532663316582915,89.2509899417104,94.58596990341248,1.7783266539006901,B,20.88269230769231,22.003623188405797
J25 Stalwart 1,1,"Swift Response",{1}{W},864,468,396,864,468,396,0.5416666666666666,58.48794511227405,63.80866825448017,1.7735743807353739,C,21.23076923076923,20.805555555555557
J25 Stalwart 1,1,"Squad Captain",{4}{W},809,452,357,809,452,357,0.5587144622991347,63.86271622746251,69.26200133126075,1.7997617012660787,C,21.77433628318584,20.935574229691877
J25 Stalwart 2,1,"Banishing Light",{2}{W},1076,652,424,1076,652,424,0.6059479553903345,68.26533291623291,73.71441642637906,1.8163611700487172,B,20.595092024539877,21.278301886792452
J25 Stalwart 2,1,"Cave of Temptation",no cost,1185,644,541,1185,644,541,0.5434599156118144,32.879880088962324,38.318226545551084,1.8127821521962542,D,19.872670807453417,20.212569316081332
J25 Stalwart 2,1,"Battlefield Promotion",{1}{W},963,637,326,963,637,326,0.6614745586708204,58.87235155339441,64.37631465016106,1.8346543655888854,C,20.376766091051806,21.97239263803681
J25 Stalwart 2,1,"Basri's Solidarity",{1}{W},1074,589,485,1074,589,485,0.5484171322160148,55.095815225298686,60.53442991567866,1.8128715634599895,C,20.517826825127333,20.437113402061854
J25 Stalwart 2,1,"Basri's Lieutenant",{3}{W},991,586,405,991,586,405,0.591321897073663,75.45567193176208,80.92851094000196,1.824279669413292,B,20.899317406143346,21.575308641975308
J25 Stalwart 2,1,"Steadfast Sentry",{2}{W},1018,578,440,1018,578,440,0.5677799607072691,60.85915252077384,66.34340810212286,1.8280851937830085,C,20.32006920415225,20.811363636363637
J25 Stalwart 2,1,"Star Pupil",{W},958,558,400,958,558,400,0.5824634655532359,43.95794041275086,49.446304674454524,1.8294547539012223,D,20.025089605734767,21.2825
J25 Stalwart 2,1,"Lightwalker",{1}{W},983,553,430,983,553,430,0.5625635808748728,60.87174737489604,66.3755756130711,1.8346094127250216,C,20.38517179023508,21.004651162790697
J25 Stalwart 2,1,"Patron of the Valiant",{3}{W}{W},760,537,223,760,537,223,0.7065789473684211,100.39428090508774,105.80390042300108,1.8032065059711126,A,20.91247672253259,23.183856502242154
J25 Stalwart 2,1,"Urdnan, Dromoka Warrior",{1}{W},904,526,378,904,526,378,0.581858407079646,46.89837249575665,52.38593503236037,1.8291875122012413,C,19.94866920152091,21.608465608465607
J25 Stalwart 2,1,"Sandsteppe Outcast",{2}{W},919,520,399,919,520,399,0.5658324265505985,60.58394685138438,66.18648700908979,1.867513385901803,C,20.782692307692308,21.551378446115287
J25 Stalwart 2,1,"Basri's Acolyte",{2}{W}{W},887,518,369,887,518,369,0.5839909808342728,72.82903847062795,78.27250461847702,1.8144887159496896,B,21.376447876447877,21.45528455284553
J25 Stalwart 2,1,"Swift Response",{1}{W},947,466,481,947,466,481,0.49208025343189016,53.837892084333355,59.30465902708623,1.8222556475842928,C,21.448497854077253,20.83160083160083
J25 Stalwart 3,1,"Banishing Light",{2}{W},1042,619,423,1042,619,423,0.5940499040307101,63.21569465870125,68.58913520306773,1.7911468481221593,C,20.66720516962843,21.444444444444443
J25 Stalwart 3,1,"Shoulder to Shoulder",{2}{W},1033,607,426,1033,607,426,0.5876089060987415,44.71466353188994,49.953445897768745,1.7462607886262675,D,20.443163097199342,20.011737089201876
J25 Stalwart 3,1,"Take Up the Shield",{1}{W},934,595,339,934,595,339,0.6370449678800857,61.60363277024262,66.79383392034136,1.730067050032912,C,20.221848739495798,21.56637168141593
J25 Stalwart 3,1,"Steadfast Unicorn",{W},1028,593,435,1028,593,435,0.5768482490272373,78.96045776328252,83.92518303058917,1.6549084224355481,B,20.17706576728499,19.98390804597701
J25 Stalwart 3,1,"Generous Pup",{1}{W},1007,592,415,1007,592,415,0.5878848063555114,62.59956762972777,67.79483195478012,1.73175477501745,C,20.10641891891892,20.597590361445782
J25 Stalwart 3,1,"Sandsteppe Outcast",{2}{W},886,504,382,886,504,382,0.5688487584650113,64.1650351620381,69.40778660486579,1.7475838142758982,C,20.785714285714285,21.50261780104712
J25 Stalwart 3,1,"Urdnan, Dromoka Warrior",{1}{W},835,501,334,835,501,334,0.6,62.017870286091885,67.1567686692519,1.7129661277200054,C,20.039920159680637,21.29940119760479
J25 Stalwart 3,1,"Swift Response",{1}{W},962,484,478,962,484,478,0.5031185031185031,58.005318183970395,63.2485871999439,1.7477563386578343,C,21.380165289256198,20.989539748953973
J25 Stalwart 3,1,"Paladin of the Bloodstained",{3}{W},776,453,323,776,453,323,0.5837628865979382,66.77662898401267,72.11702939507538,1.7801334703542349,C,21.47019867549669,21.681114551083592
J25 Stalwart 3,1,"Relief Captain",{2}{W}{W},784,449,335,784,449,335,0.5727040816326531,67.67002870416965,72.88341074590095,1.7377940139104318,B,21.051224944320712,21.232835820895524
J25 Stalwart 3,1,"Expedition Raptor",{3}{W}{W},728,420,308,728,420,308,0.5769230769230769,65.77420171312706,70.9111435428294,1.712313943234113,C,21.273809523809526,22.094155844155843
J25 Stalwart 3,1,"Jubilant Mascot",{2}{W},832,413,419,832,413,419,0.4963942307692308,76.36776434770874,81.43494758521781,1.6890610791696925,B,21.506053268765132,20.365155131264917
J25 Stalwart 4,1,"Banishing Light",{2}{W},1024,682,342,1024,682,342,0.666015625,73.67543672987885,79.24796717358656,1.8575101479025697,B,19.964809384164223,21.149122807017545
J25 Stalwart 4,1,"Sunhome Stalwart",{1}{W},1018,639,379,1018,639,379,0.6277013752455796,53.55916024521991,58.77792073162392,1.7395868288013394,C,19.247261345852895,20.311345646437996
J25 Stalwart 4,1,"Gird for Battle",{W},1043,626,417,1043,626,417,0.6001917545541706,48.65817448840662,54.084854266315695,1.8088932593030236,C,19.60702875399361,19.913669064748202
J25 Stalwart 4,1,"Battlefield Promotion",{1}{W},914,625,289,914,625,289,0.6838074398249453,66.01451364134145,71.4256225174977,1.8037029587187516,C,19.68,21.044982698961938
J25 Stalwart 4,1,"Steadfast Sentry",{2}{W},997,612,385,997,612,385,0.6138415245737212,59.11148588161616,64.33697712020454,1.7418304128627917,C,19.93954248366013,20.16103896103896
J25 Stalwart 4,1,"Mikaeus, the Lunarch",{X}{W},922,598,324,922,598,324,0.648590021691974,76.78364968986409,82.01961279634699,1.7453210354943012,B,19.93645484949833,20.376543209876544
J25 Stalwart 4,1,"Urdnan, Dromoka Warrior",{1}{W},899,580,319,899,580,319,0.6451612903225806,67.93529190155807,73.18187165108831,1.7488599165100818,B,19.748275862068965,21.103448275862068
J25 Stalwart 4,1,"Parhelion Patrol",{3}{W},929,574,355,929,574,355,0.6178686759956943,81.76918425582656,86.98832366098473,1.739713135052723,B,20.090592334494772,20.825352112676057
J25 Stalwart 4,1,"Sandsteppe Outcast",{2}{W},897,555,342,897,555,342,0.6187290969899666,62.577270904199935,67.8972670043126,1.7733320333708873,C,19.843243243243244,21.672514619883042
J25 Stalwart 4,1,"Gavony Silversmith",{3}{W},835,499,336,835,499,336,0.5976047904191617,65.00047594013976,70.25482268938154,1.751448916413927,C,20.55310621242485,21.5
J25 Stalwart 4,1,"Swift Response",{1}{W},886,496,390,886,496,390,0.5598194130925508,63.60729071965566,68.79799636120575,1.73023521385003,C,20.683467741935484,20.712820512820514
J25 Stalwart 4,1,"Light of the Legion",{4}{W}{W},689,455,234,689,455,234,0.660377358490566,101.05311178982797,106.25028694990328,1.732391720025105,A,20.89010989010989,22.17948717948718
J25 Stoked 1,1,"Cleon, Merry Champion",{2}{R},1054,509,545,1054,509,545,0.4829222011385199,58.61797787077509,63.995699049408486,1.7925737262111325,C,17.4950884086444,19.847706422018348
J25 Stoked 1,1,"Roil Eruption",{1}{R},1039,447,592,1039,447,592,0.4302213666987488,56.23725753416518,61.9072101658286,1.8899842105544733,C,17.850111856823265,19.888513513513512
J25 Stoked 1,1,"Titan's Strength",{R},857,447,410,857,447,410,0.5215869311551925,51.111505635730786,56.584624524182914,1.8243729628173764,C,17.39821029082774,20.7390243902439
J25 Stoked 1,1,"Uncaged Fury",{2}{R},895,440,455,895,440,455,0.49162011173184356,66.99711110709508,72.39297873054629,1.798622541150404,C,17.668181818181818,20.52967032967033
J25 Stoked 1,1,"Hearts on Fire",{1}{R},775,404,371,775,404,371,0.5212903225806451,59.23215986691342,64.6662851136915,1.811375082259359,C,17.972772277227723,20.447439353099732
J25 Stoked 1,1,"Satyr Hoplite",{R},966,397,569,966,397,569,0.4109730848861284,34.452412293919394,39.9397469405135,1.8291115488647036,D,18.16876574307305,19.70474516695958
J25 Stoked 1,1,"Resistance Skywarden",{3}{R}{R},820,397,423,820,397,423,0.4841463414634146,89.08544260188371,94.58152549337058,1.8320276304956227,B,19.256926952141058,21.465721040189127
J25 Stoked 1,1,"Arena Athlete",{1}{R},959,395,564,959,395,564,0.4118873826903024,47.32954320149849,52.8219998610755,1.8308188865256694,C,18.394936708860758,19.847517730496453
J25 Stoked 1,1,"Twinferno",{1}{R},881,394,487,881,394,487,0.44721906923950056,46.40109165425714,51.90438823028665,1.8344321920098383,C,17.705583756345177,19.981519507186857
J25 Stoked 1,1,"Kiln Fiend",{1}{R},954,388,566,954,388,566,0.40670859538784065,45.703585727028965,51.33700756106769,1.8778072780129094,C,17.719072164948454,20.125441696113075
J25 Stoked 1,1,"Frontline Heroism",{2}{R},881,341,540,881,341,540,0.3870601589103292,43.358410091114905,48.872867577587265,1.8381524954907862,D,19.020527859237536,19.794444444444444
J25 Stoked 1,1,"Scholar of Combustion",{3}{R},3,1,2,3,1,2,0.3333333333333333,57.5442308294967,77.45491830841657,6.636895826306621,C,25.0,20.5
J25 Stoked 2,1,"Roil Eruption",{1}{R},1166,567,599,1166,567,599,0.4862778730703259,56.623015480198845,62.34863440772466,1.9085396425086059,C,19.11463844797178,20.287145242070117
J25 Stoked 2,1,"Cleon, Merry Champion",{2}{R},1076,526,550,1076,526,550,0.4888475836431227,57.433283176878874,62.94643682836265,1.8377178838279253,C,18.543726235741445,20.39818181818182
J25 Stoked 2,1,"Titan's Strength",{R},912,476,436,912,476,436,0.5219298245614035,54.948675931259785,60.359664417956694,1.8036628288989693,C,18.25,20.378440366972477
J25 Stoked 2,1,"Dreadhorde Arcanist",{1}{R},1065,476,589,1065,476,589,0.4469483568075117,55.862800775430436,61.40984939841654,1.8490162076620351,C,19.66176470588235,20.140916808149406
J25 Stoked 2,1,"Satyr Hoplite",{R},1055,465,590,1055,465,590,0.44075829383886256,47.57451465389478,53.19439458909142,1.8732933117322126,C,19.15268817204301,20.28813559322034
J25 Stoked 2,1,"Resistance Skywarden",{3}{R}{R},897,464,433,897,464,433,0.5172798216276477,92.82899626467689,98.42691270049394,1.8659721452723506,A,20.448275862068964,21.69745958429561
J25 Stoked 2,1,"Hearts on Fire",{1}{R},873,458,415,873,458,415,0.5246277205040092,54.896251069716136,60.40298689303155,1.8355786077718057,C,18.997816593886462,20.643373493975904
J25 Stoked 2,1,"Arena Athlete",{1}{R},1067,444,623,1067,444,623,0.41611996251171507,53.22483242265554,58.81207157693021,1.8624130514248889,C,19.56981981981982,20.308186195826647
J25 Stoked 2,1,"Coordinated Assault",{R},837,438,399,837,438,399,0.5232974910394266,50.40391513648878,55.90013258773806,1.8320724837497595,C,18.595890410958905,20.81954887218045
J25 Stoked 2,1,"Hero of the Games",{2}{R},1049,430,619,1049,430,619,0.4099142040038132,51.7018928933833,57.33144695998148,1.8765180221993916,C,19.406976744186046,20.537964458804524
J25 Stoked 2,1,"Kiln Fiend",{1}{R},972,428,544,972,428,544,0.4403292181069959,49.93526151962641,55.509073199216246,1.857937226529945,C,19.36682242990654,20.46323529411765
J25 Stoked 2,1,"Unleash Fury",{1}{R},47,34,13,47,34,13,0.723404255319149,88.39756523684686,96.99923011214007,2.8672216250977383,B,21.61764705882353,21.076923076923077
J25 Stoked 3,1,"Roil Eruption",{1}{R},1067,491,576,1067,491,576,0.46016869728209936,58.21320258388944,63.67422562349911,1.8203410132032243,C,18.682281059063136,19.677083333333332
J25 Stoked 3,1,"Mirrorwing Dragon",{3}{R}{R},870,489,381,870,489,381,0.5620689655172414,108.94791332020299,114.20967539676698,1.753920692188,A,19.556237218813905,20.11023622047244
J25 Stoked 3,1,"Titan's Strength",{R},893,488,405,893,488,405,0.5464725643896976,66.62210672674153,71.93430989483203,1.770734389363495,C,18.34426229508197,19.493827160493826
J25 Stoked 3,1,"Cleon, Merry Champion",{2}{R},1040,487,553,1040,487,553,0.46826923076923077,61.44466614591853,66.85550498444636,1.803612946175942,C,17.983572895277206,19.21157323688969
J25 Stoked 3,1,"Akroan Crusader",{R},1002,445,557,1002,445,557,0.4441117764471058,55.677052401760264,61.2142773248996,1.8457416410464433,C,18.642696629213482,19.427289048473966
J25 Stoked 3,1,"Hearts on Fire",{1}{R},836,444,392,836,444,392,0.5311004784688995,56.93590603562961,62.30952573539966,1.7912065665900174,C,18.443693693693692,19.6734693877551
J25 Stoked 3,1,"Young Pyromancer",{1}{R},947,441,506,947,441,506,0.4656810982048574,62.66670255527611,68.20020646859633,1.844501304440074,C,18.444444444444443,19.177865612648223
J25 Stoked 3,1,"Twinferno",{1}{R},958,414,544,958,414,544,0.4321503131524008,37.37263941760184,42.75254750273224,1.7933026950434676,D,18.61111111111111,19.34926470588235
J25 Stoked 3,1,"Arena Athlete",{1}{R},999,408,591,999,408,591,0.4084084084084084,42.40216777769937,47.855142363961214,1.8176581954206148,D,18.69607843137255,19.003384094754654
J25 Stoked 3,1,"Frontline Heroism",{2}{R},911,346,565,911,346,565,0.37980241492864986,53.780529723576336,59.236615821908515,1.818695366110725,C,19.71965317919075,19.323893805309734
J25 Stoked 3,1,"Unleash Fury",{1}{R},40,24,16,40,24,16,0.6,68.56916356486119,76.782745726788,2.7378607206422716,B,19.708333333333332,20.0625
J25 Stoked 3,1,"Scholar of Combustion",{3}{R},1,1,0,1,1,0,1.0,77.25313034360204,100.00232986695453,7.583066507784165,B,22.0,NaN
J25 Stoked 4,1,"Roil Eruption",{1}{R},1118,594,524,1118,594,524,0.5313059033989267,61.12988936597546,66.68390628371576,1.8513389725800993,C,19.377104377104377,20.68320610687023
J25 Stoked 4,1,"Cleon, Merry Champion",{2}{R},1058,564,494,1058,564,494,0.5330812854442344,76.83061774338339,82.57450677585122,1.9146296774892757,B,18.76418439716312,20.483805668016196
J25 Stoked 4,1,"Young Pyromancer",{1}{R},993,510,483,993,510,483,0.513595166163142,55.599642946509945,61.189648983539556,1.8633353456765358,C,18.931372549019606,20.565217391304348
J25 Stoked 4,1,"Infuriate",{R},904,504,400,904,504,400,0.5575221238938053,58.232111179423285,63.806832953658954,1.858240591411891,C,18.702380952380953,21.11
J25 Stoked 4,1,"Akroan Crusader",{R},1051,499,552,1051,499,552,0.4747859181731684,40.167513448407945,45.820408816750614,1.8842984561142229,D,19.23446893787575,20.17391304347826
J25 Stoked 4,1,"Uncaged Fury",{2}{R},927,497,430,927,497,430,0.5361380798274002,58.61088399604192,64.04517882713199,1.8114316103633565,C,18.79678068410463,21.09767441860465
J25 Stoked 4,1,"Hearts on Fire",{1}{R},858,491,367,858,491,367,0.5722610722610723,49.820611650599965,55.47601583804432,1.885134729148118,C,19.075356415478616,20.95367847411444
J25 Stoked 4,1,"Arena Athlete",{1}{R},1014,489,525,1014,489,525,0.4822485207100592,45.84635468711217,51.26352853876139,1.8057246172164079,C,19.374233128834355,19.973333333333333
J25 Stoked 4,1,"Weaver of Lightning",{2}{R},965,482,483,965,482,483,0.49948186528497407,61.482701441595495,67.23475762980384,1.9173520627361154,C,20.313278008298756,21.546583850931675
J25 Stoked 4,1,"Hero of the Games",{2}{R},986,464,522,986,464,522,0.47058823529411764,48.34160379968701,54.03791333783793,1.898769846050306,C,19.648706896551722,20.77777777777778
J25 Stoked 4,1,"Goblin Dark-Dwellers",{3}{R}{R},504,274,230,504,274,230,0.5436507936507936,92.7696405813282,98.6574948247314,1.9626180811343998,A,21.437956204379564,21.830434782608695
J25 Stoked 4,1,"Crimson Wisps",{R},373,241,132,373,241,132,0.646112600536193,57.04186549957271,62.79391914411465,1.9173512148473144,C,19.29460580912863,21.189393939393938
J25 Surprise 1,1,"Opt",{U},1218,535,683,1218,535,683,0.43924466338259444,24.430974458379033,29.918964280664735,1.829329940761901,D,20.069158878504673,19.625183016105417
J25 Surprise 1,1,"Chrome Prowler",{2}{U},1176,533,643,1176,533,643,0.4532312925170068,72.76459188618816,78.15176702991961,1.7957250479104838,B,20.099437148217635,19.77293934681182
J25 Surprise 1,1,"Spectral Sailor",{U},1144,518,626,1144,518,626,0.4527972027972028,50.49631470353229,55.84576706753698,1.7831507880015642,C,20.135135135135137,19.468051118210862
J25 Surprise 1,1,"Slimebind",{1}{U},1094,488,606,1094,488,606,0.4460694698354662,55.96697992700372,61.57487379894131,1.8692979573125295,C,21.206967213114755,20.082508250825082
J25 Surprise 1,1,"Stinging Lionfish",{1}{U},1099,477,622,1099,477,622,0.4340309372156506,54.408270774939716,59.8260256239797,1.8059182830133287,C,20.22012578616352,19.993569131832796
J25 Surprise 1,1,"Brineborn Cutthroat",{1}{U},1094,469,625,1094,469,625,0.4287020109689214,48.562092385048125,54.01547724684198,1.8177949539312852,C,20.104477611940297,19.9936
J25 Surprise 1,1,"Thryx, the Sudden Storm",{3}{U}{U},844,466,378,844,466,378,0.5521327014218009,97.17498923950644,102.45834997989714,1.7611202467968972,A,21.36266094420601,21.66931216931217
J25 Surprise 1,1,"Delightful Discovery",{4}{U},998,400,598,998,400,598,0.40080160320641284,22.36724711533822,27.89903951964208,1.8439308014346203,E,21.74,19.68561872909699
J25 Surprise 1,1,"Wind Strider",{4}{U},686,335,351,686,335,351,0.48833819241982507,71.89119068173859,77.02254970837022,1.7104530088772074,B,22.182089552238807,22.085470085470085
J25 Surprise 1,1,"Crystacean",{3}{U},763,327,436,763,327,436,0.42857142857142855,64.34055345943013,69.80114270381532,1.820196414795065,C,22.143730886850154,21.64908256880734
J25 Surprise 1,1,"Undersea Invader",{4}{U}{U},636,291,345,636,291,345,0.45754716981132076,57.07259419151781,62.15977667092376,1.6957274931353168,C,22.670103092783506,22.107246376811595
J25 Surprise 2,1,"Pestermite",{2}{U},1168,532,636,1168,532,636,0.4554794520547945,64.95335594336167,70.18705606150212,1.7445667060468166,C,19.50563909774436,19.02201257861635
J25 Surprise 2,1,"Spectral Sailor",{U},1089,505,584,1089,505,584,0.4637281910009183,59.44843728057311,64.8445347359393,1.7986991517887312,C,19.36039603960396,19.102739726027398
J25 Surprise 2,1,"Opt",{U},1180,487,693,1180,487,693,0.41271186440677965,24.689438589499442,30.06754702345737,1.7927028113193086,D,19.78028747433265,18.893217893217894
J25 Surprise 2,1,"Stinging Lionfish",{1}{U},1080,469,611,1080,469,611,0.43425925925925923,52.840032319107365,58.08944238779294,1.7498033562285247,C,19.3091684434968,19.689034369885434
J25 Surprise 2,1,"Naiad of Hidden Coves",{2}{U},1090,457,633,1090,457,633,0.41926605504587156,60.66500021362516,66.07769439163346,1.8042313926694324,C,19.796498905908095,19.380726698262244
J25 Surprise 2,1,"Brineborn Cutthroat",{1}{U},1076,453,623,1076,453,623,0.42100371747211895,46.64758702981617,51.83219504300181,1.7282026710618803,C,19.73068432671082,19.515248796147674
J25 Surprise 2,1,"Thryx, the Sudden Storm",{3}{U}{U},750,417,333,750,417,333,0.556,100.04136556296731,105.27797266730147,1.7455357014447168,A,20.33812949640288,21.65765765765766
J25 Surprise 2,1,"Delightful Discovery",{4}{U},977,400,577,977,400,577,0.4094165813715456,27.967422720554932,33.41173863875997,1.8147719727350131,D,20.555,19.535528596187174
J25 Surprise 2,1,"Voracious Greatshark",{3}{U}{U},846,348,498,846,348,498,0.41134751773049644,74.86747938054233,80.0628502210783,1.7317902801786556,B,20.514367816091955,20.40963855421687
J25 Surprise 2,1,"Undersea Invader",{4}{U}{U},560,260,300,560,260,300,0.4642857142857143,64.72938214024681,69.94295266810515,1.737856842619444,C,21.74230769230769,21.986666666666668
J25 Surprise 3,1,"Venser, Shaper Savant",{2}{U}{U},1138,508,630,1138,508,630,0.44639718804920914,58.960032083241636,64.50485708964028,1.8482750021328822,C,19.793307086614174,21.052380952380954
J25 Surprise 3,1,"Pestermite",{2}{U},1149,492,657,1149,492,657,0.4281984334203655,73.7494090426598,79.1784261395207,1.8096723656202982,B,19.540650406504064,19.931506849315067
J25 Surprise 3,1,"Spectral Sailor",{U},1074,469,605,1074,469,605,0.4366852886405959,42.27808201064727,47.722433218070805,1.8147837358078458,D,19.884861407249467,20.054545454545455
J25 Surprise 3,1,"Breaching Hippocamp",{3}{U},837,402,435,837,402,435,0.48028673835125446,62.13647554123448,67.57066712855416,1.8113971957732269,C,20.385572139303484,21.445977011494254
